"D.hnorm.S","D.hnorm.R","D.hnorm.T","D.emp.S","D.emp.R","D.emp.T"
20.9104247577592,17.1486114108817,21.4365578560301,17.4488065506857,20.604193925609,13.9656090784786
20.6901961546781,15.6337199129749,18.9645407730781,14.0152485145286,15.4230111666517,15.6724837132906
13.4271039958828,19.4797336476284,18.1682555596883,10.9268116795974,12.750922512098,11.4287431707605
17.8710917444962,15.6182707427621,12.2545968375782,15.6001177742972,12.7339176973853,11.4641411472623
11.8471645201871,15.5962101112595,17.9423255756242,13.2874115839075,9.60497578044625,9.03442818252506
14.4221334898008,17.4721130959668,12.242811561581,16.9691968446188,18.6334834291728,8.68530705008629
11.3932179323816,15.0354392641163,17.6791193086194,7.61564176117228,18.3186835940856,15.9493203803169
15.5836059183643,24.8108407483534,20.4051685513318,11.75757107634,20.1473854109019,17.577875226846
16.3813988283016,19.2625567454285,19.2257987673664,18.6142290751352,11.3523901841709,17.1393509371849
24.3476886133958,15.2160224057498,23.9045925820052,20.7399872663782,13.191756291564,18.6239526404635
22.5607428899899,22.787204720958,17.790126745019,20.2717857720808,16.5931842717848,15.0881810938295
20.6398416311264,19.0496661221944,16.1251217278929,18.8113682636081,14.0968039832891,12.2262727741326
12.4974628098167,17.0930337769138,14.082712190811,13.8372257024271,14.7476828395479,11.2185594426259
15.1649676682584,10.6748646561401,20.0438432248665,11.6443272427453,9.40372428818537,12.5926956961469
20.9324794194358,10.58882128977,17.9833809294585,14.9725464418683,7.42540162086054,17.8917733069681
13.268787467951,18.8826167572846,16.7784707401816,11.6384312713806,15.4019769485148,13.7625552576627
17.7483937814059,18.6922681018784,14.2557658309449,13.9178455727889,15.9140021020132,11.9149755893446
18.1492336775904,19.8926679557525,10.5134697135252,15.3364050404034,16.9568451640136,10.9297066175397
24.2885753224717,20.8205495148247,16.0639458612445,22.4696056791637,13.2579376087096,15.4069240463198
16.3563012808802,18.3637804675488,16.8362373917816,16.5458110829198,18.0370700389357,12.6385218273132
26.0907341593916,17.9972418994592,18.709382216302,18.1531175260027,10.3882036836864,21.9629792206767
20.8279423082792,17.9236105254616,15.9241747755191,18.0024139355987,15.5427849859506,9.28808791074855
21.0852036559587,15.6008971156814,13.5783287834452,17.393772203834,14.1882292485936,13.7270788556053
24.3447658693811,16.1949859258187,18.5687261063808,17.3810451244149,16.0263400810338,18.957596146067
22.2806314450435,16.2029404340716,13.8994895746492,18.7652253971321,15.5512822028615,10.13434760635
15.3199194507902,19.1832178109821,15.8902700105698,12.2809106222285,17.0050188783464,17.6093474871985
22.5729883102255,17.9046932881891,19.043181644112,14.4691182339565,11.8577435847269,12.9243413563078
23.0882414928075,16.87227017774,16.1181182673337,14.7493746445056,16.7342466604285,12.699499615148
26.4261249425746,13.44468005036,24.3522532859565,14.3320971730679,9.67665643656654,19.1793730202606
25.0940630722262,19.1229226382263,18.2195078576911,19.0024044298342,18.3485148742998,13.0750035364673
14.9008118198536,21.6001440256366,19.7303817849519,13.9993547820934,13.868073511423,18.3720298447369
27.2972137165671,16.0927793980036,18.0616028339824,24.0786095592658,10.6313640583881,16.7153654543084
20.559997690744,15.6598816260891,19.7739295312977,19.394451551723,12.4955214642128,21.1159039707549
18.5944868678847,25.3306629195532,29.192495066971,17.9424826235511,17.6281376897239,18.0085533202834
19.1234288119638,16.4467873521773,20.834595271565,17.2717916194357,11.896225434078,17.394843038424
23.5142481290372,18.7121272230075,22.5318100129002,13.1908745550759,20.5573128902976,17.016800839218
12.5223690683102,16.3201099920456,25.1274897285222,6.97492623344829,10.9316312152962,17.6115272269587
19.872688775719,23.7926497528338,23.7190226963206,17.1273899411829,13.8601047913498,20.42407976773
13.6331989381421,24.4014140072852,21.5187509763928,11.7138574461476,20.3132851423525,15.5217626238294
16.2494841088397,14.884686882345,19.5278372068726,18.0267560912305,11.5899682744591,14.1305400915113
21.7445209246758,21.7410915470858,25.5184869642955,10.1940286919211,17.5281282141029,21.0752681161739
14.2085720415419,24.0377356059736,17.8526521716301,15.4960465948071,19.2287298391089,16.4876484571134
22.0629924840211,25.3846793390167,21.4643140582727,17.9207134453055,21.9748857775529,17.4342146973514
29.7334995894391,12.7982967887538,29.7982872498061,17.7828052347495,9.46780782841732,20.1017827256865
19.7993244773557,20.4873923462654,19.446737058976,16.0803928839743,18.8002312497012,11.4016212941217
12.6140429563361,22.4806409879111,23.0528037540859,15.1176971838951,13.9347939905945,19.2718584610784
18.7689940696661,18.1414840397568,11.233301702166,16.9492765670645,15.2878612907662,10.0561501223103
10.7547454047631,24.1515963726855,17.2798113208448,10.6143735996064,15.5156988578371,12.7182631723558
14.7854134646964,12.8208810072394,14.4320367421995,12.6971916976292,15.7148071186501,10.0002706489253
12.8371121356154,12.3802829269882,28.0524532835584,15.7432571593275,15.8560152244175,20.3867010148712
9.85904609825761,12.3409991821482,6.06240645279619,12.031120621171,6.15733722206333,7.97887100298365
19.3257825072374,16.1053936926216,16.5990395033205,15.8297039127806,18.0642126241057,10.2562961133344
17.9995161130668,10.8704713110558,15.9940766638601,14.1721632622446,9.47318521317789,13.329858772837
20.8400824882895,17.5952999722999,15.628154933777,13.7333797003028,18.100500030259,12.0393502233361
15.3763240555225,23.5140985600179,21.0534729898893,8.14843745431766,17.3383438666709,11.3474402039178
18.5019016101802,23.8978390713959,15.3159910758325,15.0803078713268,13.5130963569789,17.8609592869671
12.2441718939018,24.0033976891301,16.5141209071634,11.1931762884408,16.0746368421587,14.8711954295683
12.4588594027982,15.4782360300754,17.5653528451355,11.6713753984956,14.2246635390526,13.005669732114
10.9822552084872,11.7485510022527,14.1224861105468,12.8146090730894,13.741068595111,9.10219318433062
15.9734896698822,25.2548772254244,16.6417803486305,13.6476624072306,23.1547579315047,14.3339064211485
28.5459653527218,23.525660832485,16.0003310560383,20.1439639621653,14.7065169395786,13.3993038309029
20.318613538667,23.3707164407155,15.5123563712501,14.6567007882532,17.7694635615517,15.3770071118695
10.5060078791504,12.0703911764368,16.2485246757645,9.14767243481744,13.1071012741647,10.9475229635184
17.4999617870819,29.0779421057385,19.8492504930272,11.0377855783504,25.4857709646083,18.1813089269051
17.1403188204156,19.0317405637953,13.9101774885617,18.5603965080406,17.3537886374822,10.0627658560706
23.8967640301526,19.6202196739286,18.4471358139958,17.3836981426816,15.0866837106893,11.7362479867897
21.7146296893302,16.1824559658784,17.8904416784565,15.0023288266198,13.3286222064768,14.7485030099405
10.9929034374878,12.9049795338629,16.3054906880044,13.1381235685065,8.29006130467752,14.6162505554573
14.1978085883994,18.8142426008055,18.0823376094829,11.9999312878389,16.2610001512539,9.36038384010542
20.0372458727973,15.6640859357373,20.5421085948669,17.609071849894,12.5494692940929,14.5076851540638
12.903467953446,16.4107344505356,19.4111284373216,15.764236719292,13.6664556121195,17.7742587825697
10.5151982441347,16.8304578954313,20.5715412323311,9.13435955951693,12.5097956712841,14.6589178910483
9.9791603909013,26.3550518474075,20.6339743469266,10.8426135226612,17.1241960588971,14.3840669709563
21.3967654187419,19.3549078047568,14.8451593686483,14.711940659825,17.1328299159131,8.92155032013753
25.5568711436872,14.4136782698191,12.615312255796,19.2517287476829,12.6034575290735,13.4874559271869
9.80101313083061,18.4684911997327,16.1412854303679,10.3834061060828,14.8104031185933,18.1636500675787
10.9506839622972,22.5147752820238,11.6075837782173,11.7395471664897,17.2755005397158,10.0889818709577
19.9783166460551,19.109863320053,18.4560576444432,19.502797354611,11.4153508924123,12.6349877231454
20.4773399089459,20.7549347003676,11.7780452079738,16.4422439518407,19.4192287925887,11.2064415307261
16.038355286749,19.7836992185688,18.8523414215611,11.9718917530513,12.2705689361385,10.8032887833606
17.6171969816337,13.4458431869719,14.7720298480442,14.5412624783941,12.2539598855263,12.8067006503494
21.0810705644937,17.6834703447787,12.8624718802351,10.6764094809155,13.6453608970312,11.6912632258775
24.0025289610412,16.8809739161383,25.817690652786,16.6631808775443,15.2957018103112,20.0702451904965
19.2448303403498,25.7607983439996,23.6043442160053,14.1167297753439,16.661467070092,19.7301204350116
16.3457014679348,13.2107801450727,21.7831734823682,13.9077481614438,11.6623153200586,15.6962508869197
12.5597992545582,18.1283662972187,22.4147069917053,10.5039753661177,17.1272186416416,18.1227463856085
11.3417062674658,15.4698316765138,18.9261744277308,11.67063682793,13.1201565575918,17.4996698747784
22.5069997000926,16.5430707950467,27.1320150919534,15.8441514246031,10.8906371716747,19.0347509199655
15.0261714257376,20.8279338935683,26.5290166452369,13.2449488622465,18.256622044699,16.3953388133645
18.9327021350684,28.0659548945679,21.9284579416235,19.8695436990438,23.2959494971258,20.0582310871193
16.5919721857085,22.7345960908975,21.2083440129649,16.7736155216689,12.7494469492699,15.2463318787
24.2913404932374,22.2234277395996,14.793683602784,15.8378508324667,13.0507504504685,13.675801613701
19.4638167839261,21.1109263875511,12.0764240433723,15.3858041095424,15.0732212970019,8.40957458982291
22.9948998934787,18.9336767876206,15.4697287589408,13.1706558420696,18.3776009150059,10.0729487774279
8.95164849753479,12.2174904861768,18.0826395610287,11.4836764001719,10.81203558947,16.4812385476936
12.2522901126603,23.2016247925233,18.9533830924191,11.6990239626387,20.8649942218455,13.4047506727506
16.3179215639192,15.2552854334637,18.3509940499683,14.6852968794721,13.0462805013847,12.287022637804
18.1701659047326,15.2011611490149,19.1336709748918,19.3531417759152,9.90587692235438,13.3374232481659
27.86596191352,17.1632684307965,15.8915609278483,19.7191532252804,11.5124877387382,11.049462528849
14.5000416565179,20.4049015175852,22.7968858400896,8.61183993579114,15.9393531218224,17.0767450995472
16.2703662772205,16.3970902784841,15.259312258275,13.7947849156076,11.6880326604221,10.2756794012779
16.0018237052719,21.7463761149789,14.5415436284414,11.2503928912487,15.8570382505804,11.4177490244767
17.0387322653213,14.3776064433791,20.163070687212,9.10971948985811,9.28384266983299,10.1416161267785
13.0089674453157,23.1553218463776,14.969489684716,14.4249875422491,19.2461057386868,18.0720375021149
16.1289018974562,20.3091842823286,13.7119369175798,15.0131483434707,12.2557799722987,9.95873200248066
21.5139605736728,22.0471765777891,20.4072512322179,14.068746340905,13.6734621033289,15.5938723004899
15.2028251232275,20.0092046325274,25.7561219761495,6.3488537248603,15.3521335726374,15.8501463543196
21.0263086362675,21.0014924145818,16.9947346269186,16.6524279085422,16.4858032885626,14.930410900519
16.7869180525468,12.3652349822765,13.9478107663995,13.7792958021455,9.98144029407013,8.96426843847967
18.2508307981496,25.8012573065985,18.5652180457595,16.341523099274,15.0995480910965,15.195065104775
17.9967231948376,14.0001027205856,14.5204942553739,16.0734404079334,10.545349269775,10.6885609724173
15.922602246184,16.5375201393587,15.058617792277,11.3410215919953,12.1373787683857,14.613490536159
14.7168956831172,18.3335547281739,16.3243505537839,13.8579001824722,17.285493056085,13.0755062693023
16.8025723114565,21.631715109586,16.7814377794314,12.0170185800043,15.7298622278985,13.185926779265
13.7988804576291,20.5065655165943,15.1941963801435,16.0851511228474,14.6766060532335,13.8118406468223
20.590066810652,12.0111360348001,16.7060806642017,20.1409776936453,9.780249156013,14.6397982370425
22.6329986910611,18.352207036152,23.2298812174014,22.1902692502326,14.7276171948233,12.0684620851707
16.2378772461122,13.0579685532661,13.4570511160538,15.4823801746727,11.9080554880099,10.3987638145103
19.0903269473467,25.0852321975232,11.1532911285713,16.7230023031402,21.5845993220111,12.8404673761656
13.6952696927068,16.6019450339455,19.3730100253199,13.8844311094603,15.11186847909,16.4029564134738
13.2326599087083,17.9667493720192,18.9218105839235,13.4848357779378,12.2794497662632,18.0615191268516
16.7964518089322,23.1167183328672,15.6663566641991,6.8347253335045,14.9742813169521,13.110745388173
20.9141291861851,22.3295172760629,19.2815133275208,17.6829991839948,13.3683733035847,14.9942570484962
21.0938129207048,17.9349164573663,11.250703403028,14.9065647659718,16.8333130494938,9.3526208213984
11.1505742381206,21.8355430546405,17.577927626579,14.2058320309873,16.0348895719582,16.9203296217767
19.1064228951964,11.6658524372576,19.4039890237219,15.3253842052836,9.23628971284285,12.831591659388
18.1519473789699,27.5063167629658,14.3727584020631,15.4944194663599,21.6303564592386,10.4994314720157
17.0205475280663,22.5289913947047,15.6106422506954,14.3112877722274,20.5219372192141,14.1734993578532
15.9329026719727,17.9239877325132,18.2348204680327,13.9902955832297,17.8861149127622,6.54570230494656
13.7614485713064,18.722749500222,25.1060142918008,8.36072551133553,19.5626648210656,18.3269045016086
22.5226675497681,25.1634046382555,14.2981999518426,15.5431971466933,15.4600903823594,12.6625129264883
20.2989269560772,23.1054961120988,14.4260337166138,15.5793760777586,14.6827700989289,18.6081239978548
27.4154593764664,19.5241033482031,11.9974952992453,22.0977765536726,15.1053168207025,12.5129342246642
25.1277513635169,26.9338949222418,14.6088800405644,17.5356467714692,17.1711624330819,13.4309717347123
16.7623535639291,16.2180250655714,20.1062201009319,20.3625065056137,13.3661839009725,16.5390262957755
26.3847094063922,22.4897052580574,23.2943290187926,17.0678625911659,10.4983075146325,15.7475341590256
28.1823123832641,14.7150181462461,20.1612011674761,16.303834997292,11.8772279490091,13.4559047016191
11.7530205351136,22.632204472089,20.0546147340138,7.71498189104872,20.5231471550985,12.7611423441101
17.7020006370067,18.7682900085688,16.0549345170523,11.8845869788659,18.5051346501489,13.1906164708055
24.6611075667731,17.3985574982524,21.6890391734239,20.9290031333053,15.7805367921887,19.8949022646764
19.4579449383807,23.0822260754202,17.9916434364977,10.2994742081512,18.1793047084139,14.454932096021
12.7934972968537,25.5799521892436,17.3211731568484,11.7253261557784,19.0956610120089,18.2053764223145
17.6424115156279,9.33265737194927,19.3488010220067,12.9867197140609,11.002561334406,14.5573280574622
27.5201235303204,20.6986284231932,16.8987317393219,21.2441297464887,12.5032291562949,13.2638141755732
13.2957294698448,12.5992747015231,21.4171248180536,14.4529377065747,10.5884521389137,12.2881922945952
19.082810288479,19.8298256821607,10.715453102723,15.8101791845094,14.0297446236529,9.38022086846421
15.6471225970333,22.6543638605316,16.8444695393881,8.14477630231502,13.842113282284,18.4488774142287
16.5477551713264,18.6581676004405,27.5617436680937,16.2633026545609,16.7722555772309,20.092362048132
14.8901496662884,10.8487304017218,24.3971276966081,12.1937418679933,6.96679336296081,20.4825643915141
13.5498440666575,14.7211415768005,18.4524489908079,11.5271631343971,9.79784098467224,10.612785699726
20.2893597349682,22.1544719331575,12.4250281442369,14.7413798644131,15.5133744817886,9.74697671315387
17.5652989998071,13.1317310249869,16.0900794339217,18.4280171496917,15.7474598801583,11.1484840746257
14.7591424377125,25.5983555732304,17.7601620630738,13.5070705726575,16.6562720816881,11.4840291977746
18.9349982449727,10.8572187826977,17.8921875660906,14.8291112978034,7.305013621916,18.379942020391
21.1135880470145,24.8934473201577,14.8979475969146,14.8160534020707,18.7486486167844,12.279371935179
14.375689484908,20.3494813117819,11.7571501041426,11.2519992531794,15.2416933579242,7.0523730103151
19.3825374416819,19.1107463760435,20.5406589900034,15.3975202859038,18.0890417005489,14.5818717525038
14.8241554271897,15.0202371290539,18.8538510398334,11.6257292819215,11.5850699323387,14.4872882268149
12.5269917883406,18.6085236624146,12.9962093372101,16.0845248123581,16.8964964839299,13.2056595329917
19.817238443446,10.1105063648344,18.3160747460734,15.1479269650779,10.0353896472679,18.1157603338058
17.7710615630795,24.3852091562,11.8514944630453,10.4357294234536,15.9635945650845,9.71434945965167
27.958085021929,17.7015132341278,13.6873441549619,19.1246179492026,11.1655312487882,13.9856682610806
14.6659485802727,15.3071809101899,17.3896562592377,15.0960902124396,13.6436641878444,15.0625982480821
16.8334524146567,17.7105359725188,17.455433669333,15.1233337813302,15.7447692410535,14.3224537210579
17.1512707560872,18.4385309736295,11.5990252611359,13.2907244915632,14.4698553079191,10.5418625596461
16.5275152460848,16.7828315761016,19.9170630161041,12.6613685379527,14.4494844265422,15.6116329819833
18.2043278453646,30.0502260622548,16.5844828289076,17.63574336927,21.3842110200631,11.8357813340553
15.5259513016092,15.0091931640762,21.1535984982939,12.0171044073166,11.3486993918621,14.5467863629016
25.2351688629404,24.6944981980725,25.3161558441079,13.7899409881621,16.9725193771988,18.4033659527906
20.7126230450375,19.670988390011,19.8772020874083,18.1137065162723,16.2371909690759,18.1455460625823
