"Dhat","inCI","Layout","MoveType"
23.0222160675447,TRUE,"structured","NoMove"
15.6986577320033,TRUE,"random","NoMove"
12.1665458314531,TRUE,"transect","NoMove"
14.9521471965212,TRUE,"structured","TempMove"
12.9377672667983,TRUE,"random","TempMove"
6.99630762616824,FALSE,"transect","TempMove"
14.9621899611118,TRUE,"structured","PermMove"
13.3774341912047,TRUE,"random","PermMove"
8.85570516419278,FALSE,"transect","PermMove"
18.5286686302688,TRUE,"structured","NoMove"
20.3728043079266,TRUE,"random","NoMove"
21.6386248212333,TRUE,"transect","NoMove"
18.5539950729449,TRUE,"structured","TempMove"
10.1903842037052,TRUE,"random","TempMove"
14.6422658578877,TRUE,"transect","TempMove"
12.372956252562,TRUE,"structured","PermMove"
10.1836727977036,FALSE,"random","PermMove"
13.1609214582317,TRUE,"transect","PermMove"
16.9978521189015,TRUE,"structured","NoMove"
18.3515080920756,TRUE,"random","NoMove"
11.8110211200391,FALSE,"transect","NoMove"
12.626606707693,TRUE,"structured","TempMove"
14.0631926224703,TRUE,"random","TempMove"
10.0564063053897,FALSE,"transect","TempMove"
12.8585019631055,TRUE,"structured","PermMove"
14.4904004585695,TRUE,"random","PermMove"
7.93006658212857,FALSE,"transect","PermMove"
22.2306504168252,TRUE,"structured","NoMove"
23.5099261381181,TRUE,"random","NoMove"
12.3903076787444,TRUE,"transect","NoMove"
15.9079359385573,TRUE,"structured","TempMove"
18.7309497915485,TRUE,"random","TempMove"
9.44203871372224,FALSE,"transect","TempMove"
16.6215821873361,TRUE,"structured","PermMove"
14.8889100943908,TRUE,"random","PermMove"
8.65191711093652,FALSE,"transect","PermMove"
9.54208307097428,FALSE,"structured","NoMove"
23.3890418957523,TRUE,"random","NoMove"
21.1316076771723,TRUE,"transect","NoMove"
7.31234037550427,FALSE,"structured","TempMove"
8.01767445198455,FALSE,"random","TempMove"
15.8767522156753,TRUE,"transect","TempMove"
4.65857497843116,FALSE,"structured","PermMove"
15.7748272299334,TRUE,"random","PermMove"
12.6134543823328,TRUE,"transect","PermMove"
19.169099517092,TRUE,"structured","NoMove"
18.9041555718597,TRUE,"random","NoMove"
21.047769994499,TRUE,"transect","NoMove"
14.358703214787,TRUE,"structured","TempMove"
11.9875568675518,TRUE,"random","TempMove"
14.8565554718523,TRUE,"transect","TempMove"
8.81484749097545,FALSE,"structured","PermMove"
13.8300675449614,TRUE,"random","PermMove"
21.8530543758152,TRUE,"transect","PermMove"
22.4513085619255,TRUE,"structured","NoMove"
13.6407688739642,TRUE,"random","NoMove"
14.9581893216251,TRUE,"transect","NoMove"
14.6329383339897,TRUE,"structured","TempMove"
6.69806463250131,FALSE,"random","TempMove"
12.5771228614394,TRUE,"transect","TempMove"
20.2046524062961,TRUE,"structured","PermMove"
4.80998174463747,FALSE,"random","PermMove"
11.3146515739539,TRUE,"transect","PermMove"
17.2328340540028,TRUE,"structured","NoMove"
20.8711442098094,TRUE,"random","NoMove"
19.2381737149891,TRUE,"transect","NoMove"
9.67499593939015,FALSE,"structured","TempMove"
12.8243053999789,TRUE,"random","TempMove"
14.7430562772399,TRUE,"transect","TempMove"
12.8176147189345,TRUE,"structured","PermMove"
8.54786718207928,FALSE,"random","PermMove"
8.57811167474667,FALSE,"transect","PermMove"
26.4473429775354,TRUE,"structured","NoMove"
17.7645452088764,TRUE,"random","NoMove"
10.6720337245515,FALSE,"transect","NoMove"
14.2790971497021,TRUE,"structured","TempMove"
12.3382739939601,TRUE,"random","TempMove"
7.19294267595981,FALSE,"transect","TempMove"
17.979650411385,TRUE,"structured","PermMove"
11.6546699282662,TRUE,"random","PermMove"
8.15178218855938,FALSE,"transect","PermMove"
21.4872709416982,TRUE,"structured","NoMove"
19.4656838022803,TRUE,"random","NoMove"
13.4198433984222,TRUE,"transect","NoMove"
12.025302333089,TRUE,"structured","TempMove"
11.7343381338863,TRUE,"random","TempMove"
7.21242462696755,FALSE,"transect","TempMove"
